name,date,energy,amount,on_peak,mid_day,off_peak,correct_amount,error_rounding,error_calculation,session_type_DEVICE,session_type_MOBILE,session_type_WEB,port_type_CHADEMO,port_type_DCCOMBOTYP1,payment_mode_CREDITCARD,payment_mode_RFID,correct_duration
B,2018-11-18,102.0,54.24,4.0,6.0,3.0,54.38,0.0,1.0,6,7,0,12,1,11,2,15364
B,2018-11-19,158.87,85.04,3.0,5.0,2.0,85.04,0.0,0.0,3,7,0,10,0,8,2,17791
B,2018-11-20,123.28,63.94,2.0,7.0,4.0,63.95,0.0,0.0,5,8,0,13,0,8,5,18619
B,2018-11-21,201.07,105.02,6.0,4.0,2.0,105.02,0.0,0.0,4,8,0,12,0,6,6,23203
B,2018-11-22,35.83,18.76,1.0,2.0,1.0,18.76,0.0,0.0,1,3,0,3,1,4,0,5377
B,2018-11-23,111.45,57.23,2.0,5.0,1.0,57.23,0.0,0.0,3,5,0,6,2,4,4,18164
B,2018-11-24,291.09,151.45,9.0,6.0,3.0,151.45,0.0,0.0,8,10,0,17,1,13,5,30230
B,2018-11-25,163.37,83.15,4.0,5.0,1.0,83.15,0.0,0.0,5,5,0,7,3,9,1,22886
B,2018-11-26,196.44,102.29,5.0,7.0,4.0,102.29,0.0,0.0,6,10,0,15,1,9,7,24949
B,2018-11-27,79.59,41.93,3.0,6.0,3.0,41.93,0.0,0.0,2,10,0,11,1,8,4,10215
B,2018-11-28,154.87,77.83,5.0,9.0,2.0,77.83,0.0,0.0,7,9,0,14,2,14,2,21236
B,2018-11-29,236.84,124.01,3.0,7.0,3.0,124.02,0.0,1.0,5,8,0,9,4,9,4,23696
B,2018-11-30,168.51,84.87,0.0,8.0,4.0,84.87,0.0,0.0,4,8,0,11,1,9,3,20961
B,2018-12-01,324.85,169.71,6.0,7.0,4.0,169.71,0.0,0.0,6,11,0,14,3,11,6,41527
B,2018-12-02,139.59,72.27,2.0,4.0,2.0,72.28,0.0,0.0,4,4,0,7,1,6,2,20020
B,2018-12-03,124.89,66.06,3.0,3.0,3.0,66.06,0.0,0.0,4,5,0,9,0,6,3,13840
B,2018-12-04,187.23,99.49,3.0,4.0,3.0,99.49,0.0,0.0,4,6,0,7,3,5,5,22345
B,2018-12-05,168.46,91.63,6.0,3.0,4.0,91.63,0.0,0.0,4,9,0,12,1,8,5,23672
B,2018-12-06,217.82,114.35,3.0,6.0,4.0,114.35,0.0,0.0,4,9,0,11,2,8,5,27842
B,2018-12-07,251.01,132.31,3.0,4.0,5.0,132.32,0.0,0.0,4,8,0,11,1,9,3,29304
B,2018-12-08,236.52,122.81,4.0,7.0,5.0,122.81,0.0,0.0,11,5,0,13,3,11,5,30188
B,2018-12-09,136.84,70.89,4.0,5.0,0.0,70.89,0.0,0.0,4,5,0,8,1,7,2,20042
B,2018-12-10,131.4,69.73,3.0,6.0,2.0,69.73,0.0,0.0,5,6,0,8,3,8,3,16361
B,2018-12-11,163.64,82.64,5.0,5.0,0.0,82.64,0.0,0.0,4,6,0,9,1,7,3,23137
B,2018-12-12,183.64,97.63,5.0,3.0,4.0,97.63,0.0,0.0,4,8,0,11,1,10,2,19709
B,2018-12-13,95.51,51.78,5.0,2.0,2.0,51.78,0.0,0.0,2,7,0,8,1,3,6,11806
B,2018-12-14,192.35,96.94,1.0,9.0,6.0,96.94,0.0,0.0,2,14,0,16,0,8,8,23304
B,2018-12-15,88.72,44.86,1.0,5.0,3.0,44.86,0.0,0.0,5,4,0,7,2,7,2,17970
B,2018-12-16,234.09,120.85,4.0,10.0,3.0,120.85,0.0,0.0,6,11,0,14,3,16,1,29563
B,2018-12-17,209.05,106.21,2.0,7.0,2.0,106.21,0.0,0.0,7,4,0,10,1,8,3,22597
B,2018-12-18,217.14,114.54,6.0,5.0,1.0,114.54,0.0,0.0,3,9,0,12,0,7,5,25812
B,2018-12-19,188.88,101.69,4.0,7.0,6.0,101.69,0.0,0.0,8,9,0,12,5,10,7,29118
B,2018-12-20,154.49,81.48,9.0,4.0,5.0,81.48,0.0,0.0,6,7,5,12,6,9,9,19534
B,2018-12-21,302.91,162.83,6.0,5.0,3.0,162.83,0.0,0.0,3,11,0,13,1,10,4,31113
B,2018-12-22,109.86,55.37,2.0,5.0,0.0,55.37,0.0,0.0,5,2,0,7,0,6,1,13436
B,2018-12-23,222.54,116.15,3.0,6.0,2.0,116.15,0.0,0.0,5,6,0,10,1,10,1,25076
B,2018-12-24,151.58,82.29,2.0,4.0,3.0,82.29,0.0,0.0,4,5,0,8,1,6,3,16872
B,2018-12-25,88.19,46.04,2.0,8.0,0.0,46.04,0.0,0.0,3,7,0,5,5,7,3,11094
B,2018-12-26,104.37,54.16,3.0,7.0,2.0,54.16,0.0,0.0,4,8,0,9,3,5,7,11961
B,2018-12-27,131.09,67.45,4.0,9.0,0.0,67.45,0.0,0.0,4,9,0,11,2,9,4,17907
B,2018-12-28,182.7,93.6,2.0,5.0,2.0,93.6,0.0,0.0,5,4,0,8,1,7,2,20286
B,2018-12-29,192.36,100.37,4.0,8.0,2.0,100.37,0.0,0.0,10,4,0,12,2,11,3,27405
B,2018-12-30,206.09,106.89,2.0,5.0,5.0,106.89,0.0,0.0,5,7,0,12,0,10,2,25393
B,2018-12-31,224.32,115.36,3.0,10.0,5.0,115.36,0.0,0.0,8,10,0,17,1,9,9,31076
B,2019-01-01,143.23,74.41,3.0,8.0,1.0,74.42,0.0,0.0,7,5,0,8,4,10,2,20697
B,2019-01-02,268.47,143.2,5.0,7.0,3.0,143.21,0.0,0.0,10,5,0,15,0,14,1,29503
B,2019-01-03,205.93,111.06,5.0,6.0,2.0,111.06,0.0,0.0,5,6,2,10,3,8,5,26577
B,2019-01-04,188.01,95.55,2.0,11.0,1.0,95.54,0.0,0.0,11,3,0,14,0,9,5,21696
B,2019-01-05,160.78,86.98,5.0,4.0,5.0,86.97,0.0,0.0,4,10,0,12,2,10,4,23397
B,2019-01-06,222.92,110.21,7.0,18.0,4.0,112.89,0.0,8.0,16,12,1,21,8,23,6,27008
B,2019-01-07,53.17,28.71,0.0,4.0,1.0,28.71,0.0,0.0,0,5,0,1,4,1,4,5423
B,2019-01-08,126.92,67.75,7.0,5.0,0.0,67.75,0.0,0.0,2,10,0,10,2,5,7,17376
B,2019-01-09,56.89,29.98,0.0,4.0,6.0,30.23,0.0,2.0,4,6,0,4,6,8,2,8498
B,2019-01-10,102.84,55.18,2.0,4.0,1.0,55.19,1.0,0.0,2,5,0,7,0,5,2,11190
B,2019-01-11,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0,0,2,1,1,4
B,2019-01-13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,2
B,2019-01-28,79.97,45.55,5.0,1.0,0.0,45.58,0.0,1.0,3,3,0,5,1,5,1,8807
B,2019-01-29,141.29,76.72,2.0,3.0,2.0,76.72,0.0,0.0,2,4,1,7,0,3,4,17670
B,2019-01-30,156.01,82.37,4.0,4.0,3.0,82.37,0.0,0.0,4,7,0,8,3,6,5,21519
B,2019-01-31,427.74,225.92,12.0,14.0,3.0,225.92,0.0,0.0,17,12,0,25,4,22,7,51154
B,2019-02-01,190.57,100.72,5.0,5.0,4.0,100.72,0.0,0.0,5,9,0,13,1,10,4,23753
B,2019-02-02,137.38,70.7,2.0,6.0,4.0,70.7,0.0,0.0,1,11,0,10,2,5,7,19063
B,2019-02-03,269.99,139.16,6.0,10.0,1.0,139.16,0.0,0.0,4,13,0,17,0,7,10,34490
B,2019-02-04,300.8,153.02,8.0,10.0,2.0,155.2,0.0,1.0,9,10,1,17,3,14,6,35156
B,2019-02-05,246.84,130.48,4.0,8.0,6.0,130.48,0.0,0.0,12,6,0,17,1,11,7,36114
B,2019-02-06,232.67,123.93,3.0,4.0,3.0,123.93,0.0,0.0,1,9,0,9,1,5,5,27682
B,2019-02-07,192.53,100.05,7.0,8.0,5.0,100.05,0.0,0.0,12,8,0,19,1,17,3,22580
B,2019-02-08,153.89,55.93,3.0,6.0,3.0,78.71,0.0,3.0,3,5,4,12,0,5,7,17451
B,2019-02-09,183.74,85.84,3.0,6.0,1.0,94.7,0.0,2.0,2,7,1,10,0,6,4,20052
B,2019-02-10,149.03,67.56,5.0,9.0,1.0,78.66,0.0,1.0,7,6,2,15,0,12,3,16472
B,2019-02-11,218.12,117.92,7.0,3.0,3.0,117.92,0.0,0.0,5,8,0,13,0,10,3,28549
B,2019-02-12,96.85,49.02,1.0,6.0,2.0,49.02,0.0,0.0,0,9,0,9,0,7,2,10915
B,2019-02-13,156.9,83.19,3.0,4.0,2.0,83.19,0.0,0.0,3,6,0,8,1,5,4,19595
B,2019-02-14,217.35,109.5,2.0,9.0,2.0,109.51,0.0,0.0,4,9,0,12,1,9,4,25962
B,2019-02-15,164.59,73.72,4.0,7.0,1.0,87.57,0.0,2.0,6,4,2,12,0,7,5,19737
B,2019-02-16,139.61,75.5,6.0,7.0,2.0,75.5,0.0,0.0,8,7,0,15,0,7,8,24538
B,2019-02-17,202.78,103.23,7.0,6.0,1.0,108.15,0.0,1.0,4,9,1,14,0,6,8,25942
B,2019-02-18,183.82,76.82,2.0,8.0,1.0,93.04,0.0,2.0,1,8,2,11,0,3,8,24052
B,2019-02-19,251.61,133.61,5.0,5.0,4.0,133.61,0.0,0.0,3,11,0,13,1,7,7,29787
B,2019-02-20,222.42,114.95,3.0,6.0,1.0,114.95,0.0,0.0,4,6,0,9,1,8,2,22616
B,2019-02-21,201.88,105.94,4.0,4.0,3.0,105.94,0.0,0.0,6,5,0,10,1,7,4,24519
B,2019-02-22,298.03,143.95,8.0,7.0,4.0,158.21,0.0,2.0,6,11,2,18,1,10,9,39142
B,2019-02-23,149.31,78.23,4.0,7.0,2.0,78.23,0.0,0.0,5,8,0,13,0,8,5,20860
B,2019-02-24,263.09,131.85,0.0,7.0,1.0,131.85,0.0,0.0,3,5,0,8,0,6,2,28269
B,2019-02-25,160.29,76.05,3.0,7.0,5.0,82.68,0.0,2.0,5,9,1,15,0,6,9,19255
B,2019-02-26,241.19,128.18,6.0,10.0,4.0,128.17,0.0,1.0,9,11,0,18,2,13,7,34684
B,2019-02-27,200.91,98.37,5.0,8.0,2.0,105.5,0.0,1.0,5,9,1,11,4,7,8,27226
B,2019-02-28,13.18,6.65,0.0,1.0,1.0,6.65,0.0,0.0,1,1,0,2,0,1,1,2309
B,2019-03-01,276.76,147.61,5.0,5.0,7.0,147.61,0.0,0.0,10,7,0,16,1,12,5,31530
B,2019-03-02,133.92,59.27,1.0,7.0,2.0,68.15,0.0,1.0,4,5,1,8,2,6,4,18059
B,2019-03-03,164.24,83.14,3.0,6.0,1.0,83.14,0.0,0.0,5,5,0,9,1,7,3,18515
B,2019-03-04,123.13,53.25,3.0,1.0,4.0,66.44,0.0,2.0,3,4,1,7,1,4,4,18004
B,2019-03-05,159.9,82.34,3.0,7.0,3.0,82.34,0.0,0.0,7,6,0,12,1,8,5,19115
B,2019-03-06,117.19,61.58,3.0,6.0,2.0,61.58,0.0,0.0,6,5,0,11,0,4,7,20281
B,2019-03-07,206.21,110.2,10.0,5.0,1.0,110.2,0.0,0.0,6,9,1,15,1,7,9,22518
B,2019-03-08,233.24,120.97,5.0,10.0,8.0,120.97,0.0,0.0,13,8,2,22,1,13,10,27227
B,2019-03-09,87.43,37.08,1.0,5.0,4.0,45.31,0.0,1.0,5,4,1,10,0,8,2,10573
B,2019-03-10,191.57,98.47,4.0,8.0,4.0,98.47,0.0,0.0,8,8,0,15,1,13,3,25829
B,2019-03-11,143.57,73.61,3.0,7.0,0.0,73.61,0.0,0.0,2,8,0,10,0,3,7,17563
B,2019-03-12,162.48,71.75,3.0,7.0,3.0,84.7,0.0,2.0,4,7,2,13,0,9,4,20776
B,2019-03-13,251.89,124.01,4.0,7.0,7.0,133.54,0.0,2.0,8,9,1,16,2,9,9,27508
B,2019-03-14,227.07,119.26,6.0,7.0,3.0,119.26,0.0,0.0,8,8,0,16,0,11,5,27627
B,2019-03-15,154.01,81.73,6.0,6.0,2.0,81.91,0.0,1.0,3,11,0,13,1,9,5,18584
B,2019-03-16,234.41,115.22,3.0,8.0,5.0,122.48,0.0,2.0,8,7,1,15,1,11,5,30259
B,2019-03-17,134.61,61.42,2.0,4.0,3.0,70.46,0.0,1.0,2,6,1,9,0,5,4,17890
B,2019-03-18,153.45,67.65,1.0,4.0,3.0,78.12,0.0,1.0,3,3,2,7,1,3,5,21668
B,2019-03-19,187.58,98.54,4.0,5.0,0.0,98.54,0.0,0.0,3,6,0,7,2,5,4,21334
B,2019-03-20,148.19,76.32,3.0,8.0,0.0,76.32,0.0,0.0,8,3,0,11,0,10,1,17716
B,2019-03-21,124.98,64.5,3.0,6.0,2.0,64.51,0.0,0.0,4,6,1,9,2,9,2,16066
B,2019-03-22,49.73,27.54,2.0,1.0,0.0,27.54,0.0,0.0,1,2,0,3,0,2,1,6079
B,2019-03-25,224.33,116.02,3.0,7.0,1.0,116.02,0.0,0.0,3,8,0,9,2,7,4,25847
B,2019-03-26,160.99,82.82,4.0,7.0,0.0,82.82,0.0,0.0,1,10,0,10,1,7,4,19189
B,2019-03-27,163.6,86.07,1.0,8.0,3.0,86.07,0.0,0.0,6,6,0,12,0,7,5,25644
B,2019-03-28,273.96,133.14,5.0,6.0,1.0,141.92,0.0,1.0,4,7,1,11,1,7,5,31552
B,2019-03-29,181.19,95.22,3.0,7.0,2.0,95.22,0.0,0.0,1,11,0,10,2,7,5,20820
B,2019-03-30,183.31,96.11,3.0,7.0,3.0,96.11,0.0,0.0,5,8,0,13,0,8,5,21973
B,2019-03-31,106.02,45.42,2.0,2.0,2.0,54.64,0.0,1.0,2,3,1,5,1,3,3,12251
B,2019-04-01,243.78,119.65,3.0,5.0,9.0,129.94,0.0,2.0,3,7,7,16,1,7,10,29604
B,2019-04-02,188.9,70.3,2.0,8.0,2.0,95.59,0.0,3.0,2,7,3,11,1,7,5,20970
B,2019-04-03,220.87,109.99,3.0,5.0,2.0,115.75,0.0,1.0,3,5,2,10,0,5,5,23683
B,2019-04-04,141.84,68.19,3.0,8.0,3.0,76.1,0.0,3.0,4,6,4,14,0,6,8,18493
B,2019-04-05,339.2,177.65,8.0,8.0,4.0,177.66,0.0,0.0,3,14,3,18,2,12,8,35612
B,2019-04-06,122.64,58.33,6.0,9.0,4.0,64.82,0.0,1.0,10,8,1,17,2,13,6,18358
B,2019-04-07,172.41,86.03,1.0,6.0,1.0,86.25,0.0,1.0,1,6,1,8,0,6,2,16654
B,2019-04-08,178.89,78.82,6.0,7.0,3.0,94.74,0.0,2.0,2,5,9,15,1,3,13,19446
B,2019-04-09,168.18,79.26,5.0,4.0,2.0,88.37,0.0,1.0,4,5,2,8,3,6,5,20017
B,2019-04-10,194.2,100.7,3.0,3.0,2.0,100.7,0.0,0.0,4,4,0,7,1,5,3,19393
B,2019-04-11,206.63,98.27,6.0,5.0,1.0,106.53,0.0,1.0,1,9,2,11,1,2,10,25245
B,2019-04-12,185.7,79.82,3.0,8.0,2.0,94.98,0.0,2.0,9,2,2,11,2,9,4,24949
B,2019-04-13,34.37,18.56,0.0,1.0,2.0,18.56,0.0,0.0,1,2,0,2,1,2,1,4488
B,2019-04-14,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,2,0,0,2,1,1,3
B,2019-04-15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,1,0,2
B,2019-04-16,57.7,30.19,2.0,9.0,1.0,30.29,0.0,1.0,5,7,0,11,1,6,6,8695
B,2019-05-06,47.69,19.84,0.0,4.0,0.0,23.37,0.0,2.0,2,2,0,4,0,1,3,6616
B,2019-05-07,61.81,22.99,0.0,3.0,3.0,32.71,0.0,2.0,2,4,0,3,3,3,3,9312
B,2019-05-29,81.38,44.37,2.0,3.0,1.0,44.39,0.0,1.0,2,4,0,6,0,3,3,9175
B,2019-05-30,104.68,53.17,1.0,6.0,2.0,53.17,0.0,0.0,5,4,0,9,0,7,2,11124
B,2019-05-31,233.3,103.18,3.0,5.0,2.0,121.11,0.0,2.0,6,3,1,9,1,7,3,25162
B,2019-06-01,108.43,58.89,2.0,3.0,1.0,58.89,0.0,0.0,4,2,0,5,1,5,1,13138
B,2019-06-02,85.14,32.98,1.0,7.0,1.0,42.96,0.0,1.0,4,4,1,8,1,7,2,10328
B,2019-06-03,73.6,27.46,3.0,2.0,0.0,38.52,0.0,1.0,4,1,0,5,0,2,3,8553
B,2019-06-04,227.66,80.05,1.0,8.0,5.0,119.09,0.0,5.0,8,4,2,13,1,9,5,23445
B,2019-06-05,219.43,100.78,3.0,8.0,4.0,116.83,0.0,2.0,9,6,0,15,0,10,5,24330
B,2019-06-06,178.34,96.95,4.0,3.0,3.0,96.95,0.0,0.0,4,6,0,9,1,8,2,19338
B,2019-06-07,74.64,29.18,1.0,3.0,2.0,38.39,0.0,1.0,2,3,1,6,0,2,4,7947
B,2019-06-08,160.84,84.25,1.0,8.0,1.0,84.25,0.0,0.0,4,6,0,10,0,6,4,17413
B,2019-06-09,169.79,93.03,6.0,2.0,4.0,93.03,0.0,0.0,4,8,0,12,0,7,5,19915
B,2019-06-10,161.26,63.52,3.0,3.0,2.0,88.06,0.0,3.0,4,4,0,8,0,3,5,16776
B,2019-06-11,169.2,72.63,3.0,9.0,2.0,87.03,0.0,2.0,11,3,0,14,0,10,4,21134
B,2019-06-12,147.19,66.78,3.0,6.0,0.0,76.1,0.0,2.0,7,2,0,9,0,5,4,23077
B,2019-06-13,175.02,84.14,5.0,3.0,2.0,91.8,0.0,1.0,4,5,1,10,0,4,6,17747
B,2019-06-14,145.37,66.18,3.0,7.0,3.0,75.66,0.0,1.0,5,7,1,13,0,9,4,22698
B,2019-06-15,200.58,86.62,3.0,7.0,2.0,105.9,0.0,3.0,7,5,0,12,0,5,7,24775
B,2019-06-16,228.35,111.62,2.0,5.0,3.0,122.56,0.0,1.0,6,2,2,8,2,9,1,20322
B,2019-06-17,206.3,96.94,4.0,9.0,2.0,106.0,0.0,1.0,7,8,0,15,0,8,7,25741
B,2019-06-18,209.97,81.07,6.0,4.0,5.0,112.96,0.0,4.0,9,4,2,15,0,8,7,23339
B,2019-06-19,226.67,88.59,2.0,9.0,5.0,115.85,0.0,3.0,5,7,4,16,0,6,10,24603
B,2019-06-20,211.46,95.08,3.0,6.0,1.0,109.99,0.0,2.0,8,2,0,10,0,7,3,22556
B,2019-06-21,151.74,58.68,5.0,5.0,3.0,80.28,0.0,3.0,11,2,0,13,0,9,4,20768
B,2019-06-22,39.2,20.05,1.0,4.0,0.0,20.05,0.0,0.0,2,3,0,5,0,3,2,6927
B,2019-06-23,139.79,75.92,3.0,3.0,1.0,75.92,0.0,0.0,3,4,0,7,0,6,1,15201
B,2019-06-24,129.8,52.19,2.0,4.0,3.0,66.45,0.0,2.0,5,4,0,9,0,4,5,16336
B,2019-06-25,103.94,41.51,2.0,6.0,3.0,53.84,0.0,2.0,5,5,1,11,0,4,7,18369
B,2019-06-26,167.66,79.9,4.0,8.0,1.0,88.26,0.0,1.0,3,10,0,13,0,7,6,17894
B,2019-06-27,157.73,52.45,3.0,4.0,2.0,84.3,0.0,4.0,6,3,0,9,0,3,6,19103
B,2019-06-28,146.88,65.21,7.0,7.0,1.0,77.93,0.0,2.0,10,5,0,15,0,7,8,18538
B,2019-06-29,183.22,75.12,5.0,6.0,2.0,95.77,0.0,3.0,10,3,0,13,0,9,4,27059
B,2019-06-30,192.66,94.8,3.0,8.0,4.0,101.76,0.0,1.0,9,6,0,15,0,11,4,23395
B,2019-07-01,143.43,55.11,8.0,7.0,3.0,77.04,0.0,2.0,14,2,2,18,0,12,6,19670
B,2019-07-02,171.38,76.18,5.0,6.0,3.0,92.67,0.0,2.0,8,6,0,14,0,7,7,20094
B,2019-07-03,269.6,129.83,3.0,4.0,5.0,142.96,0.0,2.0,5,6,1,12,0,9,3,29546
B,2019-07-04,156.02,66.49,2.0,6.0,1.0,79.59,0.0,2.0,2,7,0,9,0,3,6,19763
B,2019-07-05,185.28,77.29,3.0,4.0,8.0,100.33,0.0,3.0,7,7,1,15,0,9,6,23858
B,2019-07-06,207.64,93.67,3.0,5.0,4.0,110.62,0.0,3.0,6,6,0,12,0,4,8,28548
B,2019-07-07,181.34,87.72,5.0,3.0,3.0,97.81,0.0,1.0,9,2,0,11,0,7,4,19863
B,2019-07-08,154.49,74.54,4.0,4.0,5.0,82.53,0.0,1.0,7,6,0,13,0,11,2,22875
B,2019-07-09,194.12,69.52,3.0,8.0,5.0,102.78,0.0,4.0,11,4,1,16,0,6,10,21944
B,2019-07-10,163.42,71.65,5.0,11.0,0.0,84.67,0.0,3.0,6,10,0,16,0,7,9,22181
B,2019-07-11,97.87,52.67,4.0,4.0,0.0,52.67,0.0,0.0,3,5,0,8,0,6,2,13033
B,2019-07-12,251.18,113.19,7.0,8.0,4.0,134.25,0.0,3.0,8,10,1,19,0,10,9,26937
B,2019-07-13,88.18,46.39,2.0,7.0,2.0,46.39,0.0,0.0,1,10,0,11,0,3,8,12302
B,2019-07-14,177.47,83.17,4.0,5.0,1.0,92.16,0.0,1.0,6,4,0,10,0,6,4,20724
B,2019-07-15,93.17,42.23,3.0,5.0,1.0,48.35,0.0,1.0,6,2,1,9,0,6,3,15175
B,2019-07-16,155.03,47.07,4.0,7.0,0.0,81.25,0.0,4.0,9,2,0,11,0,6,5,20650
B,2019-07-17,167.93,71.21,4.0,7.0,3.0,88.32,0.0,3.0,13,1,0,14,0,9,5,23765
B,2019-07-18,142.38,50.46,4.0,12.0,0.0,73.65,0.0,3.0,8,7,1,16,0,8,8,17723
B,2019-07-19,137.62,63.05,4.0,6.0,2.0,72.02,0.0,3.0,8,4,0,12,0,10,2,16205
B,2019-07-20,146.12,53.63,3.0,6.0,4.0,76.65,0.0,3.0,8,5,0,13,0,9,4,17454
B,2019-07-21,120.21,50.63,4.0,7.0,3.0,63.86,0.0,2.0,6,8,0,14,0,4,10,20383
B,2019-07-22,142.79,49.18,2.0,8.0,4.0,74.83,0.0,3.0,14,0,0,14,0,11,3,18479
B,2019-07-23,112.72,53.85,5.0,9.0,2.0,57.42,0.0,1.0,11,5,0,16,0,11,5,23324
B,2019-07-24,185.16,87.66,3.0,6.0,3.0,98.88,0.0,1.0,10,2,0,12,0,7,5,19710
B,2019-07-25,194.85,79.76,3.0,8.0,2.0,101.55,0.0,3.0,6,6,1,13,0,8,5,21240
B,2019-07-26,155.22,59.42,4.0,8.0,1.0,79.12,0.0,4.0,8,5,0,13,0,5,8,20063
B,2019-07-27,111.88,38.39,3.0,8.0,3.0,57.65,0.0,4.0,8,6,0,14,0,7,7,16065
B,2019-07-28,177.49,81.69,3.0,9.0,1.0,90.21,0.0,1.0,7,6,0,13,0,7,6,23167
B,2019-07-29,146.59,67.05,6.0,4.0,2.0,78.01,0.0,1.0,9,3,0,12,0,10,2,16524
B,2019-07-30,186.19,99.49,12.0,8.0,3.0,99.49,0.0,0.0,4,16,3,23,0,11,12,19531
B,2019-07-31,87.11,47.46,9.0,22.0,7.0,47.46,0.0,0.0,14,24,0,38,0,23,15,10247
B,2019-08-01,164.45,65.93,16.0,13.0,3.0,83.0,0.0,2.0,19,13,0,32,0,17,15,20921
B,2019-08-02,112.92,43.06,5.0,27.0,12.0,58.6,0.0,3.0,23,17,4,44,0,22,22,13559
B,2019-08-03,135.87,69.28,1.0,20.0,2.0,69.28,0.0,0.0,15,8,0,23,0,15,8,14232
B,2019-08-04,52.54,17.95,15.0,28.0,3.0,26.37,0.0,1.0,16,21,9,46,0,19,27,7450
B,2019-08-05,105.67,43.84,9.0,31.0,5.0,56.53,0.0,2.0,38,6,1,45,0,29,16,12960
B,2019-08-06,205.11,86.54,0.0,19.0,4.0,105.01,0.0,2.0,20,3,0,23,0,18,5,19442
B,2019-08-07,40.56,21.3,12.0,8.0,1.0,21.3,0.0,0.0,13,6,2,21,0,14,7,4684
B,2019-08-08,159.88,56.67,11.0,7.0,6.0,84.11,0.0,3.0,13,10,1,24,0,10,14,18517
B,2019-08-09,133.31,59.09,3.0,5.0,3.0,68.62,0.0,1.0,4,7,0,11,0,3,8,17024
B,2019-08-10,77.29,39.27,8.0,9.0,13.0,39.27,0.0,0.0,20,9,1,30,0,27,3,11754
B,2019-08-11,108.13,44.58,4.0,21.0,9.0,54.44,0.0,1.0,22,10,2,34,0,18,16,12120
B,2019-08-12,138.46,55.65,4.0,9.0,12.0,70.64,0.0,2.0,12,11,2,25,0,14,11,20030
B,2019-08-13,100.87,53.5,9.0,17.0,1.0,53.5,0.0,0.0,7,18,2,27,0,18,9,13006
B,2019-08-14,79.93,42.2,16.0,7.0,5.0,42.2,0.0,0.0,15,12,1,28,0,10,18,9453
B,2019-08-15,166.13,72.35,7.0,24.0,4.0,84.0,0.0,2.0,18,14,3,35,0,22,13,19046
B,2019-08-16,163.19,72.18,22.0,12.0,1.0,86.57,0.0,2.0,26,7,2,35,0,24,11,15422
B,2019-08-17,29.99,14.7,5.0,37.0,3.0,14.7,0.0,0.0,17,23,5,45,0,35,10,3188
B,2019-08-18,66.68,35.52,1.0,6.0,4.0,35.53,0.0,0.0,7,1,3,11,0,4,7,7527
B,2019-08-19,56.28,28.41,1.0,3.0,0.0,28.41,0.0,0.0,2,2,0,4,0,4,0,7389
B,2019-08-20,171.9,90.0,7.0,4.0,1.0,90.0,0.0,0.0,3,8,1,12,0,5,7,22919
B,2019-08-21,130.94,49.8,4.0,8.0,0.0,67.95,0.0,2.0,7,5,0,12,0,5,7,15587
B,2019-08-22,190.93,85.33,1.0,6.0,2.0,98.21,0.0,3.0,4,5,0,9,0,6,3,20137
B,2019-08-23,182.11,76.01,4.0,6.0,3.0,97.0,0.0,2.0,9,4,0,13,0,8,5,21324
B,2019-08-24,93.94,40.4,4.0,4.0,0.0,47.58,0.0,2.0,5,3,0,8,0,5,3,11699
B,2019-08-25,171.37,78.35,4.0,7.0,2.0,91.11,0.0,2.0,7,6,0,13,0,6,7,23581
B,2019-08-26,197.81,92.19,3.0,8.0,1.0,100.41,0.0,2.0,6,6,0,12,0,8,4,23370
B,2019-08-27,163.22,83.27,3.0,6.0,1.0,83.27,0.0,0.0,2,8,0,10,0,5,5,15939
B,2019-08-28,111.51,56.78,1.0,6.0,2.0,56.78,0.0,0.0,4,5,0,9,0,7,2,14971
B,2019-08-29,232.71,98.26,5.0,10.0,3.0,120.85,0.0,4.0,9,9,0,18,0,10,8,26775
B,2019-08-30,235.69,119.82,5.0,5.0,1.0,126.67,0.0,1.0,7,4,0,11,0,7,4,29789
B,2019-08-31,160.02,61.66,1.0,11.0,2.0,81.07,0.0,2.0,9,4,1,14,0,8,6,18446
